,Year,Competition,Round,Rank,Name,Result
326,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,1,Alexander Megos,44+
327,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,2,Adam Ondra,36
328,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,3,Max Rudigier,36
329,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,4,Thomas Joannes,36
330,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,5,Hannes Puman,35+
331,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,6,Jakob Schubert,32+
332,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,7,Keiichiro Korenaga,32+
333,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,8,Yoshiyuki Ogata,32+
334,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,9,Marcello Bombardi,32+
335,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,10,Romain Desgranges,32
336,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,11,Masahiro Higuchi,31+
337,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,12,Elan Jonasmcrae,31+
338,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,13,James Pope,30
339,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,14,Ramón Julian  Puigblanque,29+
340,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,15,Hanwool Kim,28+
341,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,16,Sean Bailey,28+
342,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,16,Francesco Vettorata,28+
343,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,18,Stefano Ghisolfi,28
344,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,19,Christoph Hanke,27
345,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,20,Martin Tekles,26+
346,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,21,Domen Skofic,26
347,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,22,Sebastian Halenke,26
348,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,23,Yuki Hada,26
349,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,24,Fedir Samoilov,25+
350,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,25,Shinichiro Nomura,25+
351,2017,"IFSC Climbing Worldcup (L,S) - Arco (ITA)",S,26,Naoki Shimatani,25+
352,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,1,Stefano Ghisolfi,Top
353,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,1,Jakob Schubert,Top
354,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,3,Domen Skofic,42+
355,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,4,Thomas Joannes,41
356,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,5,Romain Desgranges,39
357,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,6,Sean Bailey,38+
358,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,7,Max Rudigier,38
359,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,8,Ramón Julian  Puigblanque,37+
360,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,9,Fedir Samoilov,37
361,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,10,Keiichiro Korenaga,36+
362,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,11,Kai Lightner,36
363,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,12,Marcello Bombardi,35+
364,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,13,Hanwool Kim,35+
365,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,14,Hannes Puman,35+
366,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,15,Shinichiro Nomura,35+
367,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,16,Alberto Gotta,34+
368,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,17,William Bosi,34
369,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,18,Christoph Hanke,33+
370,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,19,Simon Lorenzi,33+
371,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,20,Sascha Lehmann,33
372,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,21,Masahiro Higuchi,32+
373,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,22,Georg Parma,31+
374,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,23,Javier Cano Blazquez,26+
375,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,24,Elan Jonasmcrae,26+
376,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,25,Loïc Timmermans,26+
377,2017,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR)",S,26,Martin Tekles,26+
378,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,1,Stefano Ghisolfi,32+
379,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,2,Hanwool Kim,31+
380,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,3,Domen Skofic,29+
381,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,4,Romain Desgranges,29
382,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,5,Tomoa Narasaki,28
383,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,6,Jongwon Chon,27+
384,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,7,Keiichiro Korenaga,27+
385,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,8,Yoshiyuki Ogata,25+
386,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,9,Martin Tekles,20+
387,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,10,Kokoro Fujii,20+
388,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,11,Haibin Qu,15+
389,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,12,Elan Jonasmcrae,15+
390,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,13,Christoph Hanke,15
391,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,14,Francesco Vettorata,15
392,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,15,Jan Hojer,13
393,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,16,Thomas Joannes,11
394,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,17,Marcello Bombardi,10+
395,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,18,Max Rudigier,10+
396,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,19,Alberto Gotta,10+
397,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,19,Hannes Puman,10+
398,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,21,Masahiro Higuchi,10+
399,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,22,Javier Cano Blazquez,10+
400,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,23,Campbell Harrison,10+
401,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,24,Yufei Pan,10+
402,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,25,Fedir Samoilov,10+
403,2017,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,26,Shinichiro Nomura,4+
404,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,1,Jongwon Chon,45+
405,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,2,Tomoa Narasaki,45
406,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,3,Stefano Ghisolfi,45
407,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,4,Haibin Qu,44+
408,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,5,Fedir Samoilov,44+
409,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,6,Yufei Pan,44+
410,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,7,Keiichiro Korenaga,41+
411,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,8,Kokoro Fujii,40+
412,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,9,Thomas Joannes,40+
413,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,10,Hanwool Kim,39+
414,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,11,Masahiro Higuchi,39+
415,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,12,Minyoung Lee,30+
416,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,13,Martin Tekles,26
417,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,14,Francesco Vettorata,26
418,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,15,Yoshiyuki Ogata,25+
419,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,16,Yuki Hada,25+
420,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,17,Domen Skofic,25+
421,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,18,Max Rudigier,25+
422,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,19,Elan Jonasmcrae,25+
423,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,20,Alberto Gotta,25+
424,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,21,Hannes Puman,25+
425,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,22,Romain Desgranges,24
426,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,23,Marcello Bombardi,23+
427,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,24,Javier Cano Blazquez,23+
428,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,25,Loïc Timmermans,22+
429,2017,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN)",S,26,Christoph Hanke,14
430,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Jakob Schubert,40
431,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,2,Stefano Ghisolfi,39+
432,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,3,Francesco Vettorata,38+
433,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,4,Marcello Bombardi,38+
434,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,Jan Hojer,38
435,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Dmitrii Fakirianov,37+
436,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,Domen Skofic,34+
437,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,8,Alexander Megos,34+
438,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,Romain Desgranges,34+
439,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,Keiichiro Korenaga,34+
440,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,Simon Lorenzi,34+
441,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,Thomas Joannes,34+
442,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,Yuki Hada,34+
443,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,Hanwool Kim,34
444,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,Fedir Samoilov,34
445,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,Yoshiyuki Ogata,31
446,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,Kokoro Fujii,29+
447,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,Christoph Hanke,29+
448,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,Martin Bergant,28
449,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,Jeremy Bonder,28
450,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,Jernej Kruder,27+
451,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,Jongwon Chon,25
452,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,Meichi Narasaki,23+
453,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,Sascha Lehmann,23+
454,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,Tomoa Narasaki,23+
455,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,Shinichiro Nomura,22+
456,2017,IFSC Climbing Worldcup (L) - Kranj (SLO),S,27,Sergei Luzhetskii,11
457,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,1,Stefano Ghisolfi,45.5+
458,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,2,Domen Skofic,45.5+
459,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,3,Jakob Schubert,45+
460,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,4,Sebastian Halenke,45+
461,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,5,Sean Mccoll,40
462,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,6,Gautier Supper,39+
463,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,7,Francesco Vettorata,39+
464,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,8,Romain Desgranges,39
465,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,9,Keiichiro Korenaga,37+
466,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,10,Naoki Shimatani,37+
467,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,11,Hanwool Kim,37
468,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,12,Sean Bailey,33+
469,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,13,Masahiro Higuchi,30+
470,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,14,Thomas Joannes,30+
471,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,15,Jihwan Park,30+
472,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,16,Sascha Lehmann,30+
473,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,17,Yuki Hada,29+
474,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,18,Kokoro Fujii,27+
475,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,19,Loïc Timmermans,27+
476,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,20,Urban Primozic,26+
477,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,21,Kai Harada,26+
478,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,22,Martin Bergant,26+
479,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,23,Ramón Julian  Puigblanque,25+
480,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,24,Tomas Ravanal,24.5
481,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,25,Bernhard Röck,24+
482,2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA)",S,26,Meichi Narasaki,20+
483,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,1,Keiichiro Korenaga,39
484,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,2,Sean Mccoll,34+
485,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,3,Jakob Schubert,29+
486,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,4,Thomas Joannes,29+
487,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,5,Masahiro Higuchi,29
488,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,6,Sean Bailey,28+
489,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,7,Kokoro Fujii,28
490,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,8,Urban Primozic,28
491,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,9,Stefano Ghisolfi,27+
492,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,10,Naoki Shimatani,27+
493,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,11,Charli Blein,27+
494,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,12,Nathan Michel,27+
495,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,13,Domen Skofic,25+
496,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,13,Gautier Supper,25+
497,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,15,Hanwool Kim,25+
498,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,16,Jihwan Park,25+
499,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,17,Maël Bonzom,25+
500,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,18,Sascha Lehmann,25+
501,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,19,Stefano Carnati,25+
502,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,20,Loïc Timmermans,25+
503,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,21,Nicolas Collin,25+
504,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,22,Minoru Nakano,25
505,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,23,Yuki Hada,25
506,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,24,Martin Tekles,23
507,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,25,Ramón Julian  Puigblanque,17+
508,2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI)",S,26,Sebastian Halenke,17
509,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,1,Domen Skofic,43+
510,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,2,Sean Mccoll,41+
511,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,Romain Desgranges,40+
512,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,Jakob Schubert,40+
513,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,5,Gautier Supper,37+
514,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,6,Masahiro Higuchi,36+
515,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,7,Urban Primozic,36+
516,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,8,Sascha Lehmann,36+
517,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,9,Stefano Ghisolfi,36
518,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,10,Meichi Narasaki,35
519,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,11,Hanwool Kim,33
520,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,12,Francesco Vettorata,32.5
521,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,13,Ramón Julian  Puigblanque,32+
522,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,14,Sean Bailey,32+
523,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,15,Thomas Joannes,32+
524,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,16,Hannes Puman,32+
525,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,17,Mario Lechner,29
526,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,18,Charli Blein,28+
527,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,19,David Firnenburg,27+
528,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,19,Rustam Gelmanov,27+
529,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,21,Kaya Otaka,26+
530,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,22,Kevin Huser,22+
531,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,23,Anatole Bosio,19+
532,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,24,Alberto Gotta,19+
533,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,25,Martin Tekles,17
534,2016,IFSC Climbing Worldcup (L) - Briançon (FRA),S,26,Sebastian Halenke,15+
535,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Ramón Julian  Puigblanque,Top
536,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,2,Domen Skofic,52+
537,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,3,Romain Desgranges,51
538,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,4,Gautier Supper,49+
539,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,5,Sebastian Halenke,49
540,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,6,Jakob Schubert,45+
541,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,7,Hanwool Kim,45+
542,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,8,Stefano Ghisolfi,45
543,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,9,Keiichiro Korenaga,44.5+
544,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,10,Loïc Timmermans,44.5+
545,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,11,Thomas Joannes,44.5
546,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,12,Francesco Vettorata,44.5
547,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,13,Masahiro Higuchi,44+
548,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,14,Tomas Ravanal,44+
549,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,15,Sascha Lehmann,44+
550,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,16,Max Rudigier,44
551,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,17,Urban Primozic,43+
552,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,18,Mikhail Chernikov,41+
553,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,19,Sergei Bydtaev,40+
554,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,20,Marcello Bombardi,39+
555,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,21,Martin Tekles,39+
556,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,22,Mario Lechner,36
557,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,23,Yuval Shemla,34
558,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,24,Evgenii Zazulin,32+
559,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,25,Maël Bonzom,30+
560,2016,IFSC Climbing Worldcup (L) - Imst (AUT),S,26,Ruben Firnenburg,30
561,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,1,Romain Desgranges,Top
562,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,2,Ramón Julian  Puigblanque,46+
563,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,3,Jakob Schubert,45+
564,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,3,Domen Skofic,45+
565,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,5,Dmitrii Fakirianov,43
566,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,6,Francesco Vettorata,41+
567,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,7,Adam Ondra,36+
568,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,8,Sebastian Halenke,35+
569,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,9,Stefano Ghisolfi,34+
570,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,10,Max Rudigier,34+
571,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,11,Thomas Joannes,34+
572,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,12,Urban Primozic,34
573,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,13,Hanwool Kim,33+
574,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,14,Keiichiro Korenaga,33
575,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,15,Mikhail Chernikov,31+
576,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,16,Sascha Lehmann,30+
577,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,17,Tomas Ravanal,30+
578,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,18,Martin Bergant,28+
579,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,19,Christoph Hanke,26+
580,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,20,Fedir Samoilov,25+
581,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,21,Alberto Gotta,25
582,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,22,Gautier Supper,24+
583,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,23,Sean Bailey,24+
584,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,24,Marcello Bombardi,24+
585,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,25,Jihwan Park,23+
586,2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA)",S,26,Mario Lechner,16+
587,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,1,Stefano Ghisolfi,Top
588,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,2,Dmitrii Fakirianov,43+
589,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,3,Jakob Schubert,40+
590,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,4,Masahiro Higuchi,38+
591,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,5,Romain Desgranges,37+
592,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,6,Gautier Supper,33+
593,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,7,Hanwool Kim,30+
594,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,8,Thomas Joannes,30+
595,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,9,Domen Skofic,30
596,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,10,Sean Mccoll,28+
597,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,11,Loïc Timmermans,28+
598,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,12,Taito Nakagami,24+
599,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,13,Haibin Qu,24
600,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,14,Alberto Gotta,24
601,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,15,Yiftach Kushnir,24
602,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,16,Marcello Bombardi,23+
